id,food_id,basis_qty,basis_unit,kcal,protein_g,fat_g,carb_g,fiber_g,sodium_mg,potassium_mg,phosphorus_mg,calcium_mg,magnesium_mg,iron_mg,created_at,updated_at
402,402,100,g,80,1.82,0.75,17.77,,13,415,34,,,,"2026-01-25 16:42:41","2026-01-25 16:42:41"
403,403,100,g,164,8.9,2.6,27.4,7.6,7,291,168,49,48,2.9,"2026-02-03 19:57:29","2026-02-03 19:57:29"
404,404,100,g,288,0.1,12.7,12.7,0,9,148,6,11,12,0.1,"2026-02-03 20:10:00","2026-02-03 20:10:00"
405,405,100,g,130,2.7,0.3,28.2,0.4,1,35,43,10,12,1.2,"2026-02-03 20:15:34","2026-02-03 20:15:34"
406,406,100,g,31,1.82,0.12,7.13,,6,209,38,37,25,1.04,"2026-02-03 20:20:30","2026-02-03 20:20:30"
407,407,100,g,25,0.4,,8.6,0.4,1,124,6,7,6,0,"2026-02-03 20:24:41","2026-02-03 20:24:41"
408,408,100,g,47,1.5,0.3,16,10.6,6,160,12,134,15,0.8,"2026-02-03 20:30:29","2026-02-03 20:30:29"
409,409,100,g,43,3.5,1.1,7,2.1,0,740,,,,,"2026-02-03 20:31:05","2026-02-03 20:33:59"
410,410,100,g,86,1.7,0.1,20,,13,328,40,8,20,0.3,"2026-02-03 20:54:48","2026-02-03 20:54:48"
411,411,100,g,50,0.3,,10,0.2,40,30,50,120,10,0.1,"2026-02-03 21:07:36","2026-02-03 21:07:36"
